chunk,document_id,part_id,cluster
"Исполнитель обязуется подготовить к возврату и направить на склад Заказчика Товар/Отправление, от которого отказался Клиент, включая истечение срока хранения Товара/Отправления на ПВЗ Исполнителя, либо Товар/Отправление, Заказ на который был отменен посредством программного обеспечения Заказчика, либо Товар/Отправление доставленные на ПВЗ Исполнителя ошибочно, не по адресу (статусы в программном обеспечении Заказчика: Излишки/Ошибочные доставки/Ошибочный ПВЗ), путем физического вложения указанного Товара/Отправления Исполнителем в коробку, предназначенную для возврата на склад Заказчика, в течение 24 (Двадцати четырех) часов с момента отказа от Товара/Отправления Клиентом, с момента истечение срока хранения Товара/Отправления на ПВЗ Исполнителя или с момента отмены заказа на Товар/Отправление",4,18.0,1
"Исполнитель обязуется осуществлять обработку товаров, поступающих от Продавцов на склад Вайлдберриз (входящая обработка товаров), либо предназначенных для передачи Продавцам со склада Вайлдберриз (исходящая обработка товаров), исключительно в присутствии Продавцов, либо лиц, документально уполномоченных Продавцами на передачу/приемку таких товаров под камерами видеонаблюдения, установленными на ПВЗ",4,19.0,2
"В случае непредоставления Исполнителем по требованию Вайлдберриз записи с камер видеонаблюдения в течение 2 (двух) часов с момента поступления соответствующего запроса Вайлдберриз, подтверждающей факт входящей и/или исходящей обработки Исполнителем товаров Продавцов в соответствии с условиями настоящего пункта, факт обработки Исполнителем товаров Продавцов считается не подтвержденным",4,20.0,1
"При невозможности подтверждения факта входящей и/или исходящей обработки Исполнителем товаров Продавцов в соответствии с условиями настоящего пункта, либо в случаях уклонения и/или непредоставления Исполнителем запрашиваемой записи с камер видеонаблюдения в установленный настоящим пунктом срок, на Исполнителя накладывается штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 100 000 (сто тысяч) рублей по курсу ЦБ РФ на дату выявления нарушения за каждый выявленный случай",4,21.0,1
"Исполнитель также обязуется возместить Вайлдберриз убытки в размере начисленных Исполнителю премий за входящую и/или исходящую обработку товаров от Продавцов на ПВЗ, по каждому не подтвержденному Исполнителем факту входящей и/или исходящей обработки товаров Продавцов",4,22.0,0
"Настоящее условие является существенным условием договора. При неисполнении условия настоящего пункта Договора Вайлдберриз вправе отказаться от исполнения Договора, при этом Договор будет считаться расторгнутым с момента направления Заказчиком соответствующего уведомления в адрес Исполнителя",4,23.0,1
"В случае выявления Заказчиком любым способом факта отказа Исполнителя в приемке и/или обработке товаров/отправлений, доставленных Заказчиком собственными силами, либо с привлечением Перевозчика, Продавцом собственными силами, либо с привлечением Перевозчика, на ПВЗ Исполнителя, Заказчик вправе наложить на Исполнителя штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 100 000 (сто тысяч) рублей по курсу ЦБ РФ на дату выявления нарушения за каждый выявленный случай",4,24.0,0
"Требования к обслуживанию клиентов  4.1. Исполнитель обязуется обеспечить для Клиента возможность получить Товар в ПВЗ в течение пяти минут с момента личного обращения Клиента в ПВЗ. Вайлдберриз вправе контролировать исполнение указанной обязанности посредством анализа данных, полученных в порядке, предусмотренном пунктом 2.3.2 настоящих Правил. В случае установления факта превышения указанного в настоящем пункте срока (Стороны признают, что данных видеонаблюдения достаточно для установления такого факта) или непредоставления Исполнителем данных в порядке, предусмотренном пунктом 2.3 настоящих Правил, обязанность Исполнителя, предусмотренная настоящим пунктом Правил, признается нарушенной. 5.4. В случае неисполнения обязанности, предусмотренной пунктом 4.1 настоящих Правил, Исполнитель обязуется уплатить Заказчику штраф в размере 300 (триста) рублей 00 коп. за каждое нарушение",4,25.0,1
"Исполнитель обязан при вручении Отправления Клиенту предоставить последнему (по требованию) полиэтиленовый пакет, в порядке и на условиях, предусмотренных программным обеспечением Вайлдберриз.  Цвет полиэтиленового пакета и изображение на нём должны соответствовать требованиям, установленным Вайлдберриз.  Исполнитель обязан за свой счет обеспечить наличие указанных полиэтиленовых пакетов в ПВЗ и при доставке Отправлений Клиенту.  В случае нарушения Исполнителем условий настоящего пункта впервые, Исполнителю, посредством программного обеспечения Вайлдберриз, направляется предупреждение",4,26.0,0
"Все взаиморасчеты между Вайлдберриз и Клиентом производятся Исполнителем дистанционным способом через Приложение, Портал или Программное обеспечение Вайлдберриз. В случае выявления фактов принятия оплаты Исполнителем иными способами, помимо предусмотренных Приложением, Порталом или Программным обеспечением Вайлдберриз, на Исполнителя накладывается штраф в размере 50 000 (пятьдесят тысяч) рублей за каждый выявленный случай, при этом Исполнитель обязуется оплатить Заказчику стоимость Отправления/Заказа, оплата которого была принята Исполнителем с нарушением условий действующей Оферты. Вайлдберриз оставляет за собой право на одностороннее удержание стоимости Отправления/Заказа, оплата которого была принята Исполнителем с нарушением условий действующей Оферты, из вознаграждения Исполнителя без предварительного уведомления",4,27.0,1
"Ответственность за нарушение Правил  5. 1.  В случае неисполнения обязанностей, предусмотренных пунктами 1. 1, 1. 2 настоящих Правил, Исполнитель обязуется оплатить безусловный штраф в размере 100 000 (сто тысяч) рублей 00 коп.  за каждый выявленный случай.  Кроме того на Исполнителя налагается штраф за каждый час неисполнения обязательств, предусмотренных п. 1. 2 настоящих Правил в период времени, начинающийся не позднее 10:00 по месту нахождения ПВЗ и оканчивающийся не ранее 21:00 по месту нахождения ПВЗ в следующем размере:  6 000 (шесть тысяч) рублей 00 коп.  по выявленному нарушению на ПВЗ Исполнителя, расположенном на территории г.  Москвы и Московской области; 4 000 (четыре тысячи) рублей 00 коп.  для всех остальных.   Исполнитель посредством программного обеспечения Вайлдберриз вправе оспорить штраф, наложенный в соответствии с настоящим пунктом в течение 10 (десяти) календарных дней с момента информирования Исполнителя путем размещения соответствующих сведений о штрафе в личном кабинете Исполнителя",4,28.0,1
"В случае, если Исполнитель предоставит Вайлдберриз в порядке, предусмотренном пунктами 2.3, 2.4 настоящих Правил, фото и видео материалы, не соответствующие действительности, в том числе, но не ограничиваясь, при несоответствии заявленных Исполнителем места, даты или времени съемки действительным месту, дате или времени, Исполнитель обязуется уплатить штраф в размере 100 000 (сто тысяч) рублей за каждое нарушение",4,29.0,1
"В случае ненадлежащего исполнения Исполнителем обязанностей, предусмотренных пунктами 3.1–3.3 настоящих Правил, Исполнитель обязуется уплатить Вайлдберриз штраф в размере, рассчитанном согласно Правилам расчета премии за обработку Товаров, за каждую партию Товаров, которая не была обработана своевременно",4,32.0,0
"Активация и деактивация ПВЗ  6.1. В случае активации Исполнителем ПВЗ на Портале, Исполнитель гарантирует действие и работу такого ПВЗ в соответствии с условиями настоящего Договора на срок не менее 12 (двенадцати) месяцев с момента активации ПВЗ",4,34.0,0
"В случае создания Исполнителем заявки на деактивацию ПВЗ, действие и работа которого не превышает 12 (двенадцать) месяцев с момента активации, Исполнитель обязан оплатить Заказчику штраф в размере 100 000 (Сто тысяч) рублей. При этом, Заказчик вправе в одностороннем порядке зачесть сумму указанного штрафа в счет исполнения обязательств по оплате услуг Исполнителя без предварительного уведомления последнего",4,35.0,1
"Исполнитель вправе деактивировать ПВЗ независимо от срока действия и работы такого ПВЗ, при условии создания на Портале заявки на закрытие ПВЗ. Заявка на деактивацию ПВЗ должна быть оформлена Исполнителем не менее чем за 14 (четырнадцать) календарных дней до предполагаемой даты его деактивации",4,36.0,1
"Исполнитель обязуется в течение 14 (четырнадцати) календарных дней с момента утверждения Заказчиком заявки на деактивацию ПВЗ, надлежащим образом оказывать услуги на деактивируемом ПВЗ, предусмотренные настоящим Договором, и/или собственными силами осуществить перемещение находящихся на деактивируемом ПВЗ отправлений/товаров на альтернативный ПВЗ, информация о котором направляется Заказчиком после утверждения заявки Исполнителя на деактивацию ПВЗ. Перемещение отправлений/товаров на альтернативный ПВЗ допускается исключительно после проведения Исполнителем инвентаризации отправлений/товаров деактивируемого ПВЗ",4,37.0,1
"Инвентаризация отправлений/товаров деактивируемого ПВЗ осуществляется Исполнителем в программном обеспечении Заказчика в возвратные коробки с обязательной фиксацией проводимой инвентаризации на камеры видеонаблюдения.  Исполнитель обязан осуществить инвентаризацию отправлений/товаров деактивируемого ПВЗ в течение 24 (двадцати четырех) часов с момента начала инвентаризации, указанного в уведомлении, заранее направляемом Заказчиком в личный кабинет Исполнителя",4,38.0,1
"В случае непоступления отправлений/товаров по адресу, указанному Заказчиком, Исполнитель обязуется незамедлительно с момента поступления запроса Заказчика предоставить записи с камер видеонаблюдения, подтверждающие формирование возвратных коробок. В случае поступления по указанному Заказчиком адресу отправлений/товаров с недостатками (включая, но не ограничиваясь брак, частичное повреждение, неверное вложение, подмена), Исполнитель обязуется возместить сумму товара с недостатками. Взаиморасчеты по недостачам и недостаткам отправлений/товаров производятся сторонами в соответствии с условиями настоящего Договора",4,39.0,1
Утвержденная Заказчиком заявка Исполнителя на деактивацию ПВЗ не подлежит отмене Исполнителем. Данное условие не лишает Исполнителя возможности активировать новый ПВЗ,4,40.0,0
"Если в результате неисполнения и/или ненадлежащего исполнения своих обязательств по Договору Исполнителем у Заказчика возникли убытки в размере 10 000 (десять тысяч) рублей и более, Заказчик вправе ограничить объем доступных операций и функциональные возможности программного обеспечения Вайлдберриз для всех ПВЗ Исполнителя",4,41.0,0
"В целях отмены наложенных Заказчиком ограничений на объем доступных операций и функциональные возможности программного обеспечения Вайлдберриз, Исполнитель обязан в течение 7 (семи) календарных дней с момента наложения указанных ограничений возместить Заказчику сумму причиненных убытков по реквизитам Вайлдберриз",4,42.0,0
"Если Исполнитель не возместит причиненные Заказчику убытки в установленные сроки, а также в случае многократного (три раза и более) причинения убытков Заказчику на сумму 10 000 (десять тысяч) рублей и более, Заказчик вправе деактивировать все ПВЗ Исполнителя и/или расторгнуть Договор в одностороннем порядке. При этом Договор будет считаться расторгнутым с момента направления Заказчиком уведомления о расторжении Договора в личный кабинет Исполнителя. Кроме того Вайлдберриз вправе обратиться в суд с требованием о взыскании причиненных Исполнителем убытков в порядке и сроки, установленные Договором",4,43.0,1
"Приложение к Оферте об оказании услуг по доставке отправлений физическим лицам. Технические стандарты оборудования. Оборудование должно соответствовать требованиям законодательства государства, на территории которого Исполнитель оказывает услуги по доставке отправлений физическим лицам. Оборудование должно быть серийно изготовленным в заводских условиях, работоспособными и обеспечивать предусмотренную производителем функциональность.  Настоящее Приложение содержит минимальные технические значения, предъявляемые к используемому оборудованию, допускается использование оборудования с лучшими техническими значениями/характеристиками",5,1.0,0
"Технические характеристики, предъявляемые к камерам видеонаблюдения, размещенным на ПВЗ:  - Фокусное расстояние объектива: 2.7 - 12 мм.  - Размер матрицы: не менее 1/2.7 дюйма;  - Разрешение: не ниже 1920х1080 пикс;  - Формат сжатия видео: H.264, H.264+, H.265, H.265+, MJPEG;  - Частота кадров на разрешении 2 Мпикс: не менее 20 к/с;  - Поддерживаемые протоклы: TCP/IP; RTP/RTSP, FTP, PPPOE, DHCP, DNS, DDNS, NTP, UPnP, HTTP, HTTPS, SMTP, SNMP;  - Микрофон: в наличии или встроенный;  - Стандарт аудиосжатия: G.711A/G711U  - Механический ИК-фильтр: в наличии;  - ИК подсветка: в наличии;  - Дальность действия ИК подсветки: не менее 20 м;  - Угол обзора: 55° (по вертикали), 104° (по горизонтали);  - Рабочая температура: от минус 30 °С до плюс 55 °С;  - Поддержка PoE: в наличии;  - Минимальная освещенность: не более 0,03 лк.  - Защита корпуса от пыли и влаги: не ниже IP65;",5,2.0,0
"Приложение к Оферте об оказании услуг по доставке отправлений физическим лицам. Программы реализации действующих ПВЗ. 1. Действующие ПВЗ Исполнителей, реализуются в рамках Программы по продаже комплексной услуги «ПВЗ WB point» (далее – Программа - 1), включающей в себя присоединение к настоящему Договору по определенному ПВЗ; использование Исполнителем иных программных ресурсов Вайлдберриз в целях функционирования ПВЗ. Условия по приему-передачи оборудования, оргтехники, необходимых для обработки Отправлений и Товаров, иного имущества, находящегося на определенном ПВЗ в момент подключения к участию Программе, необходимых для функционирования ПВЗ и оказания услуг по выдаче Товаров Клиентам согласовываются отдельно между Исполнителем реализующим ПВЗ и Исполнителем приобретающим ПВЗ",6,1.0,0
"Ценовое предложение по Программе - 1, размещается Исполнителем за 1 (Один) действующий ПВЗ в национальной валюте страны государственной регистрации сторон и не может быть менее эквивалента суммы 10 000 (Десять тысяч) рублей по курсу ЦБ РФ на дату подачи ценового предложения",6,4.0,1
"Заявка Исполнителя, разместившего самое высокое ценовое предложение по подключению к Программе - 1 по определенному ПВЗ, признается приоритетной в срок, определяемый программным обеспечением Заказчика, но не более 7 (Семи) календарных дней с момента размещения такого предложения. В личный кабинет Исполнителя, чье ценовое предложение признано приоритетным, Заказчиком направляется соответствующее уведомление",6,6.0,1
"Исполнитель, заявка которого признана приоритетной по Программе - 1, в течение 10 (Десяти) рабочих дней с момента получения соответствующего уведомления, обязан присоединить к настоящему Договору реализованный ПВЗ посредством функционала программного обеспечения Вайлдберриз. В случае нарушения указанных требований, ценовое предложение Исполнителя признается необоснованно отмененным им по собственной инициативе, а на Исполнителя нарушившего настоящие требования, накладывается штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 50 000 (Пятьдесят тысяч) российских рублей по курсу ЦБ РФ на дату выявления нарушения, за каждое отмененное ценовое предложение. ПВЗ, реализация по которому не состоялась по причине необоснованной отмены ценового предложения, подлежит возврату в информационную систему для дальнейшей реализации",6,7.0,1
"На Исполнителя, разместившего предложение о реализации ПВЗ по Программе - 1 посредством программного обеспечения Вайлдберриз, и отменившего его впоследствии, накладывается штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 50 000 (Пятьдесят тысяч) российских рублей по курсу ЦБ РФ на дату выявления отмены предложения за каждый выявленный случай",6,8.0,1
"Ценовое предложение, размещаемое Исполнителем, не может быть менее 150 000 (Ста пятидесяти тысяч) рублей за 1 (Один) действующий ПВЗ",6,12.0,0
"Исполнитель, заявка которого признана приоритетной, обязан подключиться к Программе - 2 в течение 5 (Пяти) рабочих дней с момента признания его заявки приоритетной. При этом, оплата за подключение к Программе производится Исполнителем в сумме приоритетного ценового предложения (заявки), перечисляемой Исполнителем по платежным реквизитам Вайлдберриз, размещенным в программном обеспечении Заказчика по адресу: https://www.wildberries.ru/services/rekvizity , в течение 5 (Пяти) рабочих дней с даты признания заявки Исполнителя приоритетной. В случае отмены/изменения ценового предложения в меньшую сторону Исполнителем, либо в случае неоплаты Исполнителем стоимости подключения к Программе -2 в сроки, установленные настоящим пунктом, заявка признается необоснованно отмененной им по собственной инициативе, а на Исполнителя накладывается штраф в размере 50 000 (Пятьдесят тысяч) рублей за каждое отмененное ценовое предложение",6,14.0,1
Темы тикетов: - Открытие ПВЗ; - Баланс; - Зависшие ШК; - Смена собственника; - Проблема с первой доставкой; - Доставки ПВЗ; - Чёрный список,8,1.0,0
Основная работа менеджеров:  • принять товар со склада на ПВЗ;  • выдать товар клиенту;  • принять возврат от клиента;  • формирование и отправка коробок с возвратами от клиентов на склад путем передачи их курьеру,8,1.0,0
"Выбирайте локацию в фиолетовой зоне на карте!  1. Выбираете локацию.  2. Регистрируетесь в приложении WB Point.  3. Отправляете заявку.  4. Готовите помещение.  5. Активируете ваш пункт.  *Фиолетовая зона = Высокий приоритет, Повышенный тариф, Вывеска в подарок по акции",8,1.0,0
"Какие поставки от продавцов или поставщиков необходимо принимать:  Разрешено принимать только коробку с ШК поставки. Отдельные товары принимать запрещено!  Для продавцов, работающих на схеме Маркетплейс (Продажа со склада продавца) – доступна отгрузка товаров до ПВЗ, с последующей сортировкой товара на складе.  • Не более 1 коробки в день габаритами 60х40х40. • Не принимать товары КГТ (вес от 5 до 25 кг, одна сторона – не более 120 см, сумма трех сторон не более 200 см в упаковке). • Коробка должна быть закрыта со всех сторон. • На коробе должен быть приклеен ШК Поставки",8,1.0,0
"Правила выдачи косметики  1. Товар необходимо проверить вместе с Клиентом перед вскрытием упаковки (слюды). 2. В случае обнаружения брака/несоответствия при получении, необходимо проверить возможность возврата товара по программе 3. В случае вскрытия заводской упаковки (слюда), клиент может вернуть такой товар только по одобренной заявке по браку в личном кабинете клиента",8,2.0,1
"Тикеты вы можете создать как в мобильном приложении WB Point, так и в полной версии программы https://point.wb.ru/  Чтобы создать тикет в мобильном приложении WB Point, нажмите на иконку меню в верхнем левом углу, в открывшемся меню нажмите на раздел “Помощь”. В открывшемся меню выберите подраздел “Тикеты”. Вам откроется страница с Тикетами. Далее нажмите на иконку. В открывшемся окне выберите тему для создания тикета",8,2.0,0
Виды ШК:  - ШК товара;  - Сейф-пакет;  - ШК коробки с товаром,8,2.0,0
"Выбор помещения для пункта выдачи. 1. Только нежилое помещение.  2. В собственности или используется по договору аренды. 3. Только первая линия: прямой выход из пункта на улицу или трассу, состоящую из двух и более полос, а всё остальное – считается «во дворах». 4. Только первый этаж: подвал, цокольный этаж, выше первого этажа – нет.  5. Можно в здании ТЦ, но с условиями: - в пункт выдачи есть отдельный вход с улицы, а график работы пункта выдачи не зависит от графика работы ТЦ, отсутствие пропускного режима в помещение пункта выдачи 24/",8,2.0,0
"Как принять товар от продавца или поставщика:  Для приема товара поставщика зайдите в раздел «Принять» и отсканируйте QR – код коробки с товаром. После того как коробка будет принята вы увидите уведомление.  • Приемка товара производится только по ШК поставки!  • QR необходимо просканировать.  • Вскрывать коробку запрещено.  Данный товар необходимо в короткие сроки передавать на склад!  При возникновении вопросов, или конфликтных ситуаций с продавцом – связаться с руководителем, передать информацию о номере ШК поставки (сфотографировать, подробно описать проблему)",8,2.0,1
"Для начала Вам необходимо принять саму коробку. Для этого войдя в систему Вам необходимо отсканировать QR-код на самой коробке и далее вскрыв ее принимать каждый товар по отдельности сканируя ШК товара.  При извлечении заказов из коробки убедитесь, что каждый товар находится в своей индивидуальной упаковке, она не вскрыта и не повреждена.  В случае выявления порванной или отсутствующей упаковки, обязательно проверьте наличие товара внутри. Если товар не обнаружен, вам нужно отсканировать ШК самой упаковки товара.  При отсутствии ШК на товаре или отсутствии упаковки, приемку можно осуществить по Баркоду и QR-коду коробки. Для этого на главной странице нажмите на кнопку «Сканировать баркод»",8,3.0,1
"Правила выдачи ювелирных изделий  1. Перед выдачей товара необходимо проверить его вместе с Клиентом, убедиться в том, что ювелирное изделие находится внутри сейф-пакета в полной комплектации, со всеми бирками и пломбой WB. Вскрытие сейфа происходит только менеджером ПВЗ под камерой. 2. После того, как товар был проверен, Клиент может при желании осуществить примерку, не нарушая товарный вид изделия, не снимая бирки производителя и пломбу WB. Не срывать леску, не терять бирки, не производить примерку в примерочных. Примерка осуществляется только при менеджере ПВЗ под камерой видеонаблюдения. 3. Если товар не подошел и Клиент возвращает его, необходимо еще раз проверить наличие товара, его соответствие, убедиться в том, что пломбы не нарушены. Проверить полностью, вытащив изделие из пакета, и убедиться в наличии бирки, что сохранена полная комплектация, изделие не сломано, не порвана леска",8,3.0,1
"Выбор помещения под пункт выдачи.  Требования к входной группе:  1. Отдельная входная группа – то есть отдельный вход сразу с улицы, без совместного тамбура или коридора с какой-либо организацией.  2. Не более пяти ступеней, наличие пандуса, если больше трёх ступеней, антискользящее покрытие, если ступени в зоне входной группы.  3. Наличие доступа в пункт выдачи 24/7 без пропускного режима.  4. Отсутствие нежелательного соседства: ритуальные услуги, букмекеры, питейные заведения низкого уровня, магазины для взрослых, ломбарды",8,3.0,0
"Нижнее и постельное белье  1. При выдаче клиенту товара категории нижнее белье, постельное белье и так далее (пометка в программе Вам подскажет), клиенту разрешено вскрывать и примерять (поверх своей одежды) данные товары на ПВЗ, сохраняя товарный вид изделия. 2. Отказаться от товара можно при получении на ПВЗ (если это возможно в программе). 3. Если товар программно не возвратный, то клиенту необходимо оформить проверку товара, и после ее одобрения он сможет вернуть товар",8,4.0,1
"Чтобы создать тикет ""Открытие ПВЗ"", выберите тему тикета ""Открытие ПВЗ"".  В поле “Выбор ПВЗ” выберите нужный Вам адрес; Далее выбираете необходимую Вам причину обращения",8,4.0,3
"Если при визуальном осмотре товара, была обнаружена утрата ценности товара и невозможность дальнейшей реализации, необходимо проставить соответствующую отметку товара в рабочем интерфейсе. Если брак товара был обнаружен при приемке товара, то вам необходимо отсканировать QR-код в разделе приёмка товаров. Далее Вам необходимо отсканировать ШК Бракованного товара. Повторно сканируйте ШК Бракованного товара, для подтверждения Брака. В открывшемся окне опишите брак в комментарии и добавьте фото видимого брака, далее нажмите «Отправить». - Можно загрузить не более 3 файлов. - Допустимые форматы: jpg, jpeg, png. - Размер файла не должен превышать 28 МБ.  После того как товар вы зафиксировали как брак, Вам необходимо принять товар на ячейку для выдачи клиенту.  После этого принимайте остальной товар из коробки",8,4.0,1
"Выбор помещения для ПВЗ.  1) Площадь помещения, соответствующая требованиям.  Города-миллионники от 70 м² (Москва и МО, Санкт-Петербург, Новосибирск, Екатеринбург, Казань, Нижний Новгород, Челябинск, Красноярск, Краснодар, Воронеж, Пермь, Самара, Уфа, Ростов-на-Дону, Омск, Волгоград). Остальные населённые пункты от 50 м².  2) Склад должен занимать не менее 30 м² общей площади помещения",8,4.0,0
"Правила выдачи / возврата ТСТ  1. Вскрыть и просмотреть товар клиент может только после его полной оплаты. 2. В случае обнаружения Брака после того как Клиент взял товар и вскрыл на ПВЗ или забрал товар и покинул ПВЗ, клиенту необходимо в личном кабинете создать заявку на ""Проверку товара"". 3. После проведения выдачи такого товара, клиент может отказаться от него по браку только после одобрения проверки в личном кабинете, даже если это обнаружено при выдаче на ПВЗ",8,5.0,1
"Чтобы создать тикет ""Повторная активация ПВЗ"", выберите тему тикета ""Открытие ПВЗ"".  В поле “Выбор ПВЗ” выберите нужный Вам адрес;  Далее выбираете необходимую Вам причину обращения;  Выберите причину обращения «Повторная активация» и внесите комментарий в поле «Описание проблемы»  Нажмите кнопку ""Создать тикет"". В тикет «Повторная активация» Вы можете написать в течение 14 дней после деактивации Вашего ПВЗ. Позже 14 дней тикет станет Вам недоступен",8,5.0,3
